city,client_event_time,country,device_carrier,device_family,device_type,event_type,language,os_name,os_version,platform,user_id,plan.price,paid_amount,coupon.discount_amount,pg.type
Seongnam-si,2022-11-04 14:30:00.974,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,f38e10e73f8407c8b49a9660ac98d4f3,15920,15920,0,
Gangseo-gu,2022-11-04 14:30:02.057,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,6726328aaa009ddd5ea77176fb92b5b4,131600,131600,0,
Gwanak-gu,2022-11-04 14:30:06.253,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,103,Web,974c3f688627cabda4b4fe99076842fd,15920,15920,0,
Changwon,2022-11-04 14:45:01.108,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,c055723f59ff10d46d6304bf227ade2a,42960,42960,0,
Siheung-si,2022-11-04 15:25:06.594,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,1c3b5fd1598cde9c409e0d791b41530f,131600,127652,3948,
Seoul,2022-11-04 15:45:01.703,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,15,Web,674582333a2cd9d0860df0da480ae4c9,42960,42960,0,
,2022-11-04 17:05:02.558,,,,,renew.subscription,,,,,c35d3e464989184fa804d28b8fb3f458,15920,15920,0,
Suwon,2022-11-04 23:15:01.772,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,a451ce5e41e3f6e5932b11e480dfd007,15920,15920,0,
Ansan-si,2022-11-05 00:55:01.668,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,fca462c039bd6dcc98c8a9a8180426b3,42960,42960,0,
Busan,2022-11-05 00:55:01.720,South Korea,,Windows,Windows,renew.subscription,English,Chrome,107,Web,83f0d2c7a02632ab5942891f23c771e5,15920,15920,0,
Seongnam-si,2022-11-05 02:00:02.660,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,f164b1c3ddf766431bc5cfd4fcae9e59,131600,131600,0,
Seoul,2022-11-05 03:20:01.767,South Korea,,Android,Android,renew.subscription,Korean,Chrome Mobile,104,Web,d95cc1bec61ed20657bc859d002bd6c6,42960,42960,0,
Gumi,2022-11-05 06:25:02.084,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,e8d112371a67e62eabc2d8817a8642c4,42960,42960,0,
Paju-si,2022-11-05 07:05:01.961,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,103,Web,b20dd00be601b6300d7fc81b0a0f7bf3,15920,15920,0,
Jungnang-gu,2022-11-05 07:15:07.507,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,e9002ed73f01b1bbfd8acb177581c821,131600,131600,0,
Dongjak-gu,2022-11-05 07:45:02.041,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,100,Web,85de3eba03f48af57223ffc6508caf27,15920,15920,0,
Gangbuk-gu,2022-11-05 08:30:01.499,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,eb13432dc4680ce78b8e9f6fda994dfb,15920,15920,0,
Seogwipo-si,2022-11-05 08:55:01.771,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,8a55fac413f45c65a3e93f5b950cb963,42960,42960,0,
Paju-si,2022-11-05 09:10:01.515,South Korea,,Mac,Mac,renew.subscription,English,Chrome,107,Web,6ed4c8d54d8f44d634b1281b4358ee5d,15920,15920,0,
Yongin-si,2022-11-05 09:20:01.227,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,103,Web,c9097265b7d24534a87a2f459bd84c56,15920,15920,0,
Geumcheon-gu,2022-11-05 09:30:02.145,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,105,Web,54ff4e1600dee570b77bec237f9e8264,42960,42960,0,
Nowon-gu,2022-11-05 09:50:01.892,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,c64b498a869bb2fb32b014e0820f9947,15920,15920,0,
Seoul,2022-11-05 09:50:02.074,South Korea,,Android,Android,renew.subscription,Korean,Samsung Browser,18,Web,cd24f3859def0acbe9992b277102a107,15920,15920,0,
Gwangjin-gu,2022-11-05 10:25:02.294,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,c9f997b336adaadde23369b6968ec146,15920,15920,0,
Seongnam-si,2022-11-05 11:05:01.925,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,106,Web,4ab6c54204abd4191c092aec126b508c,15920,15920,0,
Seongnam-si,2022-11-05 12:04:37.775,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,f693a50e45b6aa18fb6b0c91beee8ea1,131600,131600,0,
Songpa-gu,2022-11-05 13:10:01.113,South Korea,,Android,Android,renew.subscription,Korean,Chrome WebView,90,Web,212ed0b607f50f29f9371c0dfeca1886,42960,42960,0,
Songpa-gu,2022-11-05 14:35:01.599,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,e9469925341b9d2d829215f078a0a30e,15920,15920,0,
Daegu,2022-11-05 15:10:02.696,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,ac8da0f703a9df397fa9264cf7fdee6f,15920,15920,0,
Aguascalientes,2022-11-05 15:20:01.974,Mexico,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,16dbd92c88667a1438b9bde14f16eb60,42960,42960,0,
Wonju,2022-11-05 15:45:06.136,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,b06ca36c6da10f08c3178b0394891d63,15920,15920,0,
Gangnam-gu,2022-11-06 00:35:01.666,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,371c6a67d964ca1898bcc148536ba2f4,15920,15920,0,
Cheonan,2022-11-06 01:00:01.234,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,8c347a9841a4f8a7fdec5551fcb4f905,131600,122388,9212,
Anseong,2022-11-06 01:40:01.670,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,5ffb6c39f1ec2bb46e6cec4f050c6a07,15920,15920,0,
Ansan-si,2022-11-06 01:45:02.050,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,106,Web,8fa129610da8f733f29059361eea85cd,15920,15920,0,
Suwon,2022-11-06 01:50:02.067,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,d86a0e20f5a474e958e1b2b7355ff38b,131600,131600,0,
Jongno-gu,2022-11-06 02:00:01.690,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,106,Web,ef95429a6c45f143411d41483092aad3,15920,15920,0,
Gwangjin-gu,2022-11-06 02:15:01.409,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,536e26166c7cc2a7616a6b5c6d55b054,15920,15920,0,
Dongdaemun-gu,2022-11-06 02:40:06.068,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,105,Web,e52a97be56c6870e79a5b5a22616f148,15920,15920,0,
Gangnam-gu,2022-11-06 04:10:06.694,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,c7b269df718964e0f701dc13a1802cb2,15920,15920,0,
Buk-gu,2022-11-06 04:30:02.518,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,106,Web,6d15bace18bac6e9aa033108317a2af8,42960,42960,0,
Gyeyang-gu,2022-11-06 05:00:01.081,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,103,Web,ca2d56eea53420a6dc30696f48852fd1,15920,15920,0,
Jongno-gu,2022-11-06 05:25:01.688,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,4dc08975f0e1aa79d613803a572f2954,42960,42960,0,
Gimpo-si,2022-11-06 05:50:02.416,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,105,Web,443444ba056e673eb68dca4066726a0a,15920,15920,0,
Gijang-gun,2022-11-06 06:50:02.155,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,104,Web,441a905c687de154aab745e270cd13ea,15920,15920,0,
Seoul,2022-11-06 07:20:01.447,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,cceb3bc878b811bc1c0e44d1afb777e6,15920,15920,0,
Seongnam-si,2022-11-06 07:55:01.132,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,106,Web,1f4483941fa80b25741a5082892872b6,15920,15920,0,
Buk-gu,2022-11-06 08:00:02.412,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,106,Web,fdb13da083ec2460c8ab4dd4218363a0,15920,15920,0,
Gangdong-gu,2022-11-06 09:05:02.225,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,48ed217bbf2a0ff31349dc231d8c4106,15920,15920,0,
,2022-11-06 09:25:01.993,,,,,renew.subscription,,,,,24253cdca283be30fcad17cb8aaac727,15920,15920,0,
Yongin-si,2022-11-06 09:30:01.751,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,24dfedc6dc4c3c56e46e9798c8d2d844,42960,42960,0,
Dobong-gu,2022-11-06 10:00:01.042,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,e0c32f0ea30a21d13930a22077b14a2a,15920,15920,0,
Pyeongtaek-si,2022-11-06 10:58:09.665,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,03d183bcd1ec08e7113839163848c2c2,15920,15920,0,
Saha-gu,2022-11-06 11:30:01.639,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,100,Web,7a9d4758dd03a68854a67760f31b819d,15920,15920,0,
Cheonan,2022-11-06 11:30:02.170,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,b0775a850765db37016b74e0ab8be2a7,15920,15920,0,
Mapo-gu,2022-11-06 13:05:01.719,South Korea,,Linux,Linux,renew.subscription,Korean,Samsung Browser,19,Web,4ee897c36d265af8e8f71b8b743629e4,15920,15920,0,
Incheon,2022-11-06 13:20:01.709,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,c529bfebfe59d170c3af3675f0dc3640,15920,15920,0,
Seocho-gu,2022-11-06 13:20:02.094,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,a861c29adf3327961cf6a06d9b9a31a1,42960,25776,17184,
Anyang-si,2022-11-06 13:30:01.562,South Korea,,Apple iPad,Apple iPad,renew.subscription,Korean,WebKit,605,Web,c3991a97284bd1569641a20dafd13855,42960,42960,0,
Seongnam-si,2022-11-06 14:40:01.852,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,3b3822804d8e8a221e4e82905359be03,15920,7960,7960,
Seongnam-si,2022-11-06 16:20:02.354,South Korea,,Mac,Mac,renew.subscription,English,Chrome,103,Web,3d05f2aeec274612ce4b0be59ad2e738,42960,25776,17184,
Seongnam-si,2022-11-06 19:05:02.672,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,01449049533c7dfe50cdfbdb605410e2,131600,131600,0,
Gangseo-gu,2022-11-06 22:05:01.735,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,543c5e2a996e218e03f44b8e83ee39af,42960,42960,0,
Haeundae-gu,2022-11-07 00:30:53.481,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,6a653b625d012548b80d0e21279a3ebe,15920,15920,0,
,2022-11-07 00:40:06.742,,,,,renew.subscription,,,,,4211896b16626696bfc620e50b52303b,15920,15920,0,
Yongin-si,2022-11-07 01:05:01.178,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,cce0df604ddcc72ac801d6da7d49ec65,15920,15920,0,
Gangseo-gu,2022-11-07 01:10:01.080,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,690bd887ce861649f754d535580a60fc,15920,15920,0,
Seoul,2022-11-07 01:10:02.552,South Korea,,Apple iPhone,Apple iPhone,renew.subscription,Korean,Mobile Safari,16,Web,61b94a1c0242c7d48d7928c3593cabbe,15920,15920,0,
Seoul,2022-11-07 01:15:01.644,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,107,Web,fc52c92792b44f3f461ddc1167aa90a1,15920,15920,0,
Yongin-si,2022-11-07 01:15:06.352,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,107,Web,e0ddab2f78732545b5fb45314c4daf2a,42960,41671,1289,
Jeonju,2022-11-07 01:20:01.804,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,ae5783a1565bed963f3a9e6cf713eb4a,42960,42960,0,
Nam-gu,2022-11-07 01:30:02.197,South Korea,,Android,Android,renew.subscription,Korean,Chrome WebView,103,Web,3618f61ab6eab9480de61daa1af51bfa,42960,42960,0,
Mapo-gu,2022-11-07 02:15:01.918,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,f197c8428e73158ddbf32493c4b146fa,15920,15920,0,
Eunpyeong-gu,2022-11-07 02:45:01.406,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,22c279717e2db2334471321c01146f3f,15920,15920,0,
Dongjak-gu,2022-11-07 03:25:01.370,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,107,Web,c63b735c3ae017ce3b2fe3a7dcddfa3d,15920,15920,0,
Eunpyeong-gu,2022-11-07 04:25:02.799,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,cb1ff157ff6e47ab81b72c70ba05049a,15920,15920,0,
Seocho-gu,2022-11-07 06:15:01.377,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,8ee26d0a75033345a27c20ed9673f987,42960,42960,0,
,2022-11-07 07:00:06.231,,,,,renew.subscription,,,,,94836e3e9a194a1f52bed9620a426a12,15920,15920,0,
Bucheon-si,2022-11-07 07:20:01.322,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,104,Web,d1fe0f0c32fe0f667c5d484d146ebd69,15920,13532,2388,
Dongjak-gu,2022-11-07 07:50:01.186,South Korea,,Android,Android,renew.subscription,Korean,Samsung Browser,18,Web,0b32eed3c4f0e7446b6a2327796cb0cd,42960,42960,0,
Siheung-si,2022-11-07 07:55:01.650,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,580bfd42f2410fdcf4d122f0338fa70c,15920,15920,0,
Hwaseong-si,2022-11-07 08:00:01.648,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,4a86caf7722e9e5fd38cb8add7981642,15920,15920,0,
Seongnam-si,2022-11-07 08:22:06.152,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,35b62fcdd67cf502be96778e9d00237b,15920,15920,0,
Seoul,2022-11-07 08:29:06.719,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,12b7e52e7c0c177ccdf94fe43a8e3f57,15920,15920,0,
Seongdong-gu,2022-11-07 08:50:01.335,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,bedeaf789d849b8d05e494d7983bc1db,15920,15920,0,
Wonju,2022-11-07 09:00:01.261,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,7b27ff70588a5cdb00cef7507a672abf,15920,15920,0,
Cheonan,2022-11-07 09:00:02.387,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,1d4038d65411179157d6366aa4eb6c71,15920,15920,0,
Busanjin-gu,2022-11-07 09:35:02.045,South Korea,,Apple iPhone,Apple iPhone,renew.subscription,English,Chrome Mobile,107,Web,3d2012a6e3a19d0446f1d3150041a505,15920,15920,0,
Dongdaemun-gu,2022-11-07 10:10:01.332,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,42c7f5ea9bde395a509b7396689296ea,15920,15920,0,
London,2022-11-07 10:10:01.517,United Kingdom,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,f90a2a408156d10e572906e709ea7179,15920,15920,0,
Daegu,2022-11-07 10:10:02.728,South Korea,,Apple iPad,Apple iPad,renew.subscription,Korean,Edge,102,Web,89a3e74bf73c041a9d3a8b0b16c7b169,15920,15920,0,
Geoje-si,2022-11-07 11:40:02.025,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,103,Web,47b24727bf0d938692d1eec2611262de,15920,15920,0,
Asan,2022-11-07 12:40:01.803,South Korea,,Linux,Linux,renew.subscription,Korean,Chrome,105,Web,1e5ac3cd7d6a330e34b69b507339ee93,42960,41671,1289,
Seongnam-si,2022-11-07 12:45:01.576,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,be88f3514a17ce70db03b04f8960a60d,15920,15920,0,
,2022-11-07 12:45:06.120,,,,,renew.subscription,,,,,2c969ec9abf3a6040be5f3f0eaf5acff,15920,15920,0,
Seoul,2022-11-07 13:05:01.224,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,106,Web,dcccd76d9dd369b9ad3889b7eabf3006,15920,15920,0,
Gangnam-gu,2022-11-07 13:15:01.086,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,dced25721d62131eeb16439a3de08d64,15920,15920,0,
Seoul,2022-11-07 13:20:01.984,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,35b4b2bbc5ada71a7d91b15712dd717b,42960,42960,0,
Hwaseong-si,2022-11-07 13:25:01.132,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,105,Web,7445552b7f66605f7bb2c9581b1d4110,15920,15920,0,
Gunpo,2022-11-07 13:45:01.790,South Korea,,Mac,Mac,renew.subscription,English,Chrome,105,Web,577de290bbdcff06b0d84b94391cdcbb,15920,15920,0,
Yesan,2022-11-07 13:55:01.571,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,46a3ae7c0a32c75f261d4756025e94bc,15920,15920,0,
Iksan,2022-11-07 14:15:06.327,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,14,Web,21ab462f8c72d72bb5284113b1ccb894,15920,15920,0,
Ulsan,2022-11-07 14:30:07.060,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,97,Web,3d41630a96e522c622c5c67a66ce81c5,131600,131600,0,
Chuncheon,2022-11-07 15:20:01.368,South Korea,,Linux,Linux,renew.subscription,Korean,Chrome,91,Web,413c799a4bd694c85106a8c80fb8a6a8,15920,15920,0,
Cheonan,2022-11-07 15:50:01.673,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,99,Web,48fe8ab375cde529300651f39e213937,15920,15920,0,
Hwaseong-si,2022-11-07 23:10:02.274,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,9a17941b6f126147b3ab462281082520,15920,15920,0,
Dongjak-gu,2022-11-08 01:00:01.898,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,5625e2c25639b3cc007795c357723aa7,15920,15920,0,
Dongjak-gu,2022-11-08 02:20:07.997,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,c750601ab477fb3c8d1ba5febea750ad,42960,42960,0,
Seodaemun-gu,2022-11-08 02:40:01.755,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,ba5bc963207fa11de299e11aac5bd05e,131600,131600,0,
Bucheon-si,2022-11-08 02:45:01.621,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,efbafd6d908f7c9681b230bfd4e61fec,15920,15920,0,
,2022-11-08 04:15:01.507,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,ab2452be04442b064a1a976f04da73fe,15920,15920,0,
Yeongdeungpo-gu,2022-11-08 04:45:01.846,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,106,Web,0d27c689ddaf06abbc8e8e9a6e5427fe,42960,42960,0,
Yangcheon-gu,2022-11-08 05:25:07.693,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,107,Web,79ca995637884597b459faae6342ece5,15920,15124,796,
Seoul,2022-11-08 05:40:02.608,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,d4c2dd01f410840148806b05d5962d46,131600,131600,0,
Dongdaemun-gu,2022-11-08 06:55:02.789,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,47a7b82262e14f30c6ee06a314004714,15920,15920,0,
Gangnam-gu,2022-11-08 06:55:06.660,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,102,Web,d8e3205c18c9e436e37994dadd604a73,15920,15920,0,
Changwon,2022-11-08 07:15:01.202,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,104,Web,9fbcc920d435d22cc83b482b03518a98,42960,42960,0,
Cheongju-si,2022-11-08 07:25:01.612,South Korea,,Android,Android,renew.subscription,Korean,Chrome,106,Web,f86ca0f3da4b3f1ee56cf3e07fac88c7,15920,15920,0,
Gangseo-gu,2022-11-08 07:40:01.293,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,43247ed8510ec17f76017cf5bdfc268d,42960,42960,0,
Saha-gu,2022-11-08 07:45:01.137,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,98,Web,ce8ce2fa74b9c21e60730949bcbff7f8,42960,42960,0,
Gangnam-gu,2022-11-08 08:45:02.027,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,edccf32df27d89255c8207fe870f50fa,15920,15920,0,
Seoul,2022-11-08 09:20:01.348,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,106,Web,02a857284f291785a949fbd7ed7d6e91,42960,42960,0,
Paju-si,2022-11-08 09:20:02.253,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,32c37567ed207abcfa34da95528f20ea,42960,42960,0,
Goyang-si,2022-11-08 10:30:01.445,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,107,Web,d3e8de6801a780d942300aa16912b94a,15920,15920,0,
Gangbuk-gu,2022-11-08 10:40:01.584,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,227bc28cdf48306f627fcdd9dd032353,15920,15920,0,
Dobong-gu,2022-11-08 10:50:44.742,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,1be14d4ed3bef4e82d3a2331ace77dc1,15920,15920,0,
Seoul,2022-11-08 10:55:01.260,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,16,Web,f3dcd35efcff43efaaeeecf049302eab,42960,25776,17184,
,2022-11-08 11:10:07.283,,,,,renew.subscription,,,,,c0622245542a45ca8620d96821cd4027,15920,15920,0,
Cheonan,2022-11-08 12:00:01.848,South Korea,,Android,Android,renew.subscription,Korean,Chrome Mobile,106,Web,dab44c74447e4fc02678e33bba2a8862,131600,131600,0,
Dongdaemun-gu,2022-11-08 12:45:01.136,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,107,Web,62a95b5abee32ca73d09a90f5e202c3b,15920,15920,0,
Jungnang-gu,2022-11-08 13:15:01.368,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,8033fb3760eda7d9959740e1c27d8d7e,42960,42960,0,
Seoul,2022-11-08 14:15:06.897,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,107,Web,909c91154abeb617b73ce134a2ace88e,15920,15920,0,
Redmond,2022-11-08 14:15:07.966,United States,,Windows,Windows,renew.subscription,English,Chrome,103,Web,e66a5131074f4bb1df16706e1d5bfbe5,15920,15920,0,
Gwangjin-gu,2022-11-08 14:50:01.591,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,105,Web,aa3cd4bf14fd3d8f7539fd6ff9718103,15920,15920,0,
Seoul,2022-11-08 14:55:01.150,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,15,Web,24bcf953504c092f1577639fd1d0fcd2,15920,15920,0,
Seoul,2022-11-08 14:58:55.112,South Korea,,Apple iPhone,Apple iPhone,renew.subscription,Korean,Mobile Safari,16,Web,688a59aa0378a80cf660175bd6d2e226,42960,41671,1289,
Cheongju-si,2022-11-08 17:20:01.878,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,7f4021178c8aff48258d9cd0f13b6c7e,15920,15920,0,
Suwon,2022-11-08 19:00:01.844,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,eef8b17bd2f7840b72f9aa3f8c335b8e,15920,15920,0,
,2022-11-08 19:55:07.309,,,,,renew.subscription,,,,,35cd2e3e5d1503e19f519988bba8166c,15920,15920,0,
Cheonan,2022-11-09 02:15:01.824,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,107,Web,aa88712dbb69f00cc1162fa770a13865,131600,131600,0,
Yongin-si,2022-11-09 03:21:52.675,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,8cca5a51f68890467dfe0aa53b81924c,15920,15920,0,
Seongdong-gu,2022-11-09 03:24:26.288,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,667658323afb17e29a4af7c7d1aac1d5,15920,15920,0,
Suwon,2022-11-09 04:50:01.199,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,4003dd15cef2c8928c78d150937d03c8,131600,105280,26320,
Seoul,2022-11-09 05:15:01.318,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,16,Web,d0aec84a6dd8f467892f85264dd842d9,15920,15920,0,
Gangnam-gu,2022-11-09 05:36:09.436,South Korea,,Apple iPhone,Apple iPhone,renew.subscription,Korean,Mobile Safari,16,Web,23583298989b16fd0e3255c6bd57c115,42960,42960,0,
Wonju,2022-11-09 06:00:01.884,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,107,Web,a8e43d929bb678e774ed24296cc1e6a1,15920,7960,7960,
Seoul,2022-11-09 06:55:01.281,South Korea,,Windows,Windows,renew.subscription,English,Edge,103,Web,135bd0900721b645ec3f3aebc5785ffe,42960,42960,0,
Iksan,2022-11-09 07:11:33.580,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,2265a23bee7fc67ad19575771d600547,15920,15920,0,
Bupyeong-gu,2022-11-09 07:20:01.727,South Korea,,Android,Android,renew.subscription,Korean,Samsung Browser,17,Web,492965fd8656a6466047bf36d33b8a24,15920,15920,0,
Gwanak-gu,2022-11-09 07:30:01.235,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,c388ee7136e3bf9c0781f26e66f49259,42960,42960,0,
Seoul,2022-11-09 07:50:02.083,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,15,Web,2f58d1eeffdb8e3aa1202b0f657c25cb,15920,15920,0,
Chungju,2022-11-09 07:55:02.076,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,105,Web,c41a8b6a11bbd9ae39d5e64fb56c8a27,15920,15920,0,
Songpa-gu,2022-11-09 08:29:02.948,South Korea,,Mac,Mac,renew.subscription,Korean,Chrome,107,Web,75874decd0c753fbf4d419acf60f291c,15920,7960,7960,
Dong-gu,2022-11-09 10:25:02.008,South Korea,,Windows,Windows,renew.subscription,Korean,Edge,106,Web,9f2df70ba6b618fd36b589a7235476fc,15920,15920,0,
Seongdong-gu,2022-11-09 10:25:02.363,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,107,Web,6747ec959ba6dd321c6b3408670b7903,15920,15920,0,
Incheon,2022-11-09 10:35:01.747,South Korea,,Windows,Windows,renew.subscription,Korean,Chrome,106,Web,b37986b38a2706d7fb6458cb6fd0db4a,42960,42960,0,
Seoul,2022-11-09 12:30:01.024,South Korea,,Mac,Mac,renew.subscription,Korean,Safari,15,Web,d0ef1443cb13cfe5db3f4ac87184aa6f,15920,15920,0,
Gwangjin-gu,2022-11-09 12:45:01.592,South Korea,,Mac,Mac,renew.subscription,English,Chrome,106,Web,ac34e5fea68b7525a3b0011da533f098,15920,15920,0,
Gwanak-gu,2022-11-09 13:00:01.724,South Korea,,Apple iPad,Apple iPad,renew.subscription,Korean,Mobile Safari,15,Web,b18edf2aa3fdfbc18ca70b667f050cd4,15920,15920,0,
