city,client_event_time,country,device_carrier,device_family,device_type,event_type,language,os_name,os_version,platform,user_id,plan.price,paid_amount,coupon.discount_amount,pg.type
Eumseong-gun,2023-05-22 14:07:50.975,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,6889ff4db275ecf85e34b1b16fc0be78,15920,15920,0,
Daegu,2023-05-12 07:27:22.184,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.4,Web,2c7130b538c7e15ae319ccd7f2d5f2a7,15920,15920,0,
Jung-gu,2023-05-08 06:25:57.394,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,9ca08921d29c9217bd08532aaf8660f7,15920,15920,0,
Seoul,2023-05-21 17:27:05.031,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,a1cc644010270f87a03b14bea510ddbc,15920,15920,0,
Songpa-gu,2023-05-26 06:22:04.327,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,78e54f74073d19451284b330e72dad45,15920,15920,0,
Seodaemun-gu,2023-04-05 02:52:02.913,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,63b033e79bafc057da4c8121821eafaa,15920,12736,3184,
New York,2023-05-05 09:16:37.668,United States,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,61e4e54195ad1828bbf97ed9641a2315,15920,15920,0,
Seoul,2023-06-04 01:49:08.618,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,4f96165042d46b4c336875f9ba7de31d,15920,15920,0,
Gangdong-gu,2023-06-12 06:01:57.557,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,69117380aae906fa4870508bfa955605,15920,15920,0,
Gumi,2023-06-02 00:30:34.408,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,43d93d1f05d3e1c075cccc6216f0399f,15920,15920,0,
Gangdong-gu,2023-06-25 10:29:33.934,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,WebKit,605.1.15,Web,2fddee9118a49c0e3952f6accbdfa018,15920,15920,0,
Seoul,2023-06-26 07:35:03.012,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,fe449a104db91a29a83689a7ed26f7d4,15920,15920,0,
Seoul,2023-06-03 18:00:12.377,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,f8ee9f6f7c470a7c8b7a8f53dc7cc84f,15920,15920,0,
Goyang-si,2023-06-03 12:12:11.245,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,6404c1d99d60d57bcc9a27ce68568687,15920,15920,0,
Seoul,2023-03-28 18:46:32.457,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.2,Web,286d3ca0023b2510c4a445f841c10fab,15920,15920,0,
Seoul,2023-05-13 04:45:05.871,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,854a71bef9b5345d8269c7d06060add6,15920,15920,0,
Seongbuk-gu,2023-05-03 02:56:09.463,South Korea,,Mac,Mac,resubscribe.subscription,English,Chrome,112.0.0.0,Web,90e0336722fef7e65b2af25a916ddba5,15920,15920,0,
Seoul,2023-03-30 12:05:07.929,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,15.3,Web,43f3f3312407d3a22782d81dbd51836d,131600,131600,0,
Gimpo-si,2023-06-12 11:37:00.830,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,dce3d7f4f0409e84872aa1f2f18e5bc3,15920,15920,0,
Suwon,2023-03-31 14:03:31.261,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,b52d083a1b3faf1bf4bc549a67f3e2d8,15920,14805,1115,
Bupyeong-gu,2023-06-16 12:43:47.616,South Korea,,Apple iPhone,Apple iPhone 11,resubscribe.subscription,Korean,Instagram,287.0.0.18.74,Web,4dca39581dcaeae8da3b48340f6276e7,131600,131600,0,
,2023-05-07 15:18:48.360,,,,,resubscribe.subscription,,,,,077a10c9a9856f486525e88873d676a6,131600,131600,0,
Toronto,2023-05-11 23:17:43.552,Canada,,Mac,Mac,resubscribe.subscription,English,Safari,16.3,Web,5fced41d096253e545f5815ffebba2c1,15920,15920,0,
Sacheon-si,2023-05-02 10:28:30.946,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,112.0.1722.64,Web,cd05996e2034e29dad14ba6ca430ca64,131600,131600,0,
Seongnam-si,2023-05-28 09:14:23.768,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,6e4cc43924c1693a65955a0798b093af,15920,15920,0,
Seoul,2023-05-24 02:31:52.760,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,e07ea7fa7823ec178f441b2fe01f1bd1,15920,15920,0,
Seoul,2023-04-08 10:39:37.359,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,15.2,Web,516f3638c5160767678c40c6cdbc63ea,15920,15920,0,
Gangseo-gu,2023-06-18 06:49:22.573,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,114.0.1823.51,Web,9fd56c9024668cdce5f6b75d60f4cfe9,131600,131600,0,
Dongdaemun-gu,2023-06-22 02:47:52.011,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16.1,Web,cfa03caa7b1fca226a540639ac7f224f,15920,15920,0,
Seoul,2023-05-27 23:08:49.570,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,d6572f0294788cb08cf7c59c1782e4f6,131600,131600,0,
Auckland,2023-05-16 02:09:47.188,New Zealand,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,1dd12d55e73f451898d8c0117c8382c8,15920,15920,0,
Seoul,2023-06-09 09:26:16.592,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,16.3,Web,0d40b06f1bcfc2c94f7efe42ac7b113e,15920,15920,0,
Seoul,2023-06-13 08:05:01.504,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,0dded0423566a906a8c083d315f3a36a,131600,131600,0,
Gangdong-gu,2023-05-15 03:45:40.472,South Korea,,Samsung Phone,Samsung Galaxy S20 5G,resubscribe.subscription,Korean,Samsung Browser,20.0,Web,e3b2ef83f547589aef73c53b9d127675,15920,15920,0,
Hwaseong-si,2023-03-31 12:49:05.825,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,35b2d37ccc5fbd51546c246367617133,15920,15920,0,
Seocho-gu,2023-04-12 00:13:29.663,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,109.0.0.0,Web,dced25721d62131eeb16439a3de08d64,15920,15920,0,
Suncheon-si,2023-06-03 05:22:49.398,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,e56942821a422e5ac67ff49c9d7d189d,131600,131600,0,
Seoul,2023-03-28 09:30:11.234,South Korea,,Samsung Phone,Samsung Galaxy S22 Ultra,resubscribe.subscription,Korean,Chrome,106.0.0.0,Web,2d615fbb946f650182d937bf3f70a71d,15920,15920,0,
Gumi,2023-03-28 09:12:26.574,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,6e7ea6e144ad24a44a78f5d5f0770e9f,15920,15442,478,
Seocho-gu,2023-05-31 04:11:46.945,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,453817e002f3a3306864b9c6ae401ee1,15920,15920,0,
Seoul,2023-06-16 08:45:54.931,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,110.0.1587.69,Web,dfce28dbae3dd7c7037ce415bdd6f513,15920,15920,0,
Nam-gu,2023-06-16 08:42:34.511,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,f928d479fe0d2923e243c52321576e8b,15920,15920,0,
Dongducheon-si,2023-04-27 08:09:05.478,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Whale,3.20.182.14,Web,7354635661e39f8c12e907b8fa8980a4,15920,15920,0,
Seoul,2023-04-04 07:56:56.160,South Korea,,Samsung Phone,Samsung Galaxy S21 5G,resubscribe.subscription,Korean,Whale,1.0.0.0,Web,0b701fd2a173038f42a4562a57fb9a2b,15920,15920,0,
Hwaseong-si,2023-06-05 04:57:34.795,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,ff1cae4c3d8938b99a6d8783467aded4,131600,131600,0,
Seoul,2023-04-07 14:17:48.167,South Korea,,Samsung Phone,Samsung Galaxy Z Flip4,resubscribe.subscription,Korean,Chrome WebView,110.0.5481.65,Web,93d5766b5047d5b4a52668b624a0881e,131600,131600,0,
Siheung-si,2023-06-29 10:45:30.518,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,6caf7b4609d2a82ee4429f21e1a19c45,15920,15920,0,
Seongnam-si,2023-05-26 07:02:56.070,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,113.0.0.0,Web,709b78deb352bf64063b4f0a08b23120,15920,15920,0,
Gimpo-si,2023-05-08 11:22:12.900,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,d3cf3f5337479b1f62287a18494c9584,15920,15920,0,
Yongin-si,2023-04-05 03:50:38.012,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,688a59aa0378a80cf660175bd6d2e226,42960,42960,0,
Nam-gu,2023-06-19 09:22:13.207,South Korea,,Samsung Tablet,Samsung Galaxy Tab S6 Lite,resubscribe.subscription,Korean,Chrome,108.0.0.0,Web,b4b4914805e082cfd28f7ba7b12eb338,15920,15920,0,
Seoul,2023-06-19 09:28:27.859,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Chrome,114.0.5735.99,Web,34ba5a4453351b21c965e9cb07d1b535,15920,15920,0,
Suwon,2023-04-11 07:42:56.593,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,5f7f8e69f8f016db90e92663460c027a,15920,15920,0,
Seoul,2023-03-28 04:28:35.506,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,111.0.0.0,Web,bdc616e2546efd82d1ca62a2cf3f02a8,15920,15920,0,
Seoul,2023-06-30 01:33:06.894,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,3395b71de8bdfe8595b633b02ac88c22,131600,131600,0,
Jung-gu,2023-06-25 11:45:57.506,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,7cb1140d92fd2ca9fe784d6747fd28d5,131600,131600,0,
Songpa-gu,2023-05-09 22:45:58.463,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,112.0.0.0,Web,f615a1fb902bad1745d3ad6090df6078,15920,15920,0,
Suwon,2023-05-24 04:28:03.178,South Korea,,Mac,Mac,resubscribe.subscription,English,Chrome,113.0.0.0,Web,cad504737cc3f1ec69a8756e2ec3637e,15920,15920,0,
Suwon,2023-06-12 07:56:17.708,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,689a8998425ef0f44d873710cd6b683c,131600,131600,0,
Seoul,2023-04-03 02:09:38.988,South Korea,,Samsung Phone,Samsung Galaxy S22,resubscribe.subscription,Korean,Whale,1.0.0.0,Web,e5bca2d4414f0a3448417d9335f88b91,15920,15920,0,
Jeonju,2023-06-22 04:40:00.293,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,114.0.0.0,Web,374312364e615be115ae0b43759a2b72,131600,131600,0,
Gwangju,2022-10-19 06:58:21.233,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,106,Web,08694bb6f1658ecea9e0325d33ee1bdc,15920,15920,0,
Gangbuk-gu,2022-10-09 13:12:45.933,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,71bcbb41e46a87bf768901ff26c45866,15920,15920,0,
Seodaemun-gu,2022-10-20 08:47:12.704,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,d2b582b1eaceb13d00fa6f6edf9cac18,15920,15920,0,
Yangsan,2022-09-20 04:26:52.884,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,104,Web,9d73e1352c96321929f8f6ea74cdd5f4,131600,131600,0,
,2022-09-20 04:13:12.241,,,,,resubscribe.subscription,,,,,d6beee76811cadf500bc0bc03ca764c1,15920,15920,0,
Dongdaemun-gu,2022-09-26 05:46:58.870,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,b96e7e6f3504355f793c6cdfdd6c2efc,15920,15920,0,
Dongjak-gu,2022-11-02 05:35:54.077,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,107,Web,f8ee9e8804571795e57ba59901cd7f41,15920,15442,478,
Namyangju,2022-10-31 07:55:30.833,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,0c3c6abeace4edad53bc1eae940ffee9,15920,15920,0,
Jung-gu,2022-09-08 05:42:29.912,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,af3b13bc0841b358adcdedf3e8822795,42960,42960,0,
Namdong-gu,2022-09-14 08:14:31.289,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,cf0eab8eadbc5c62099b359f52d6a69d,42960,42960,0,
Yongin-si,2022-09-14 08:37:14.242,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,70b93529361b21ff7e7eb77bb7a7257c,42960,42960,0,
Songpa-gu,2022-10-20 05:12:24.143,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,106,Web,2eda6c3e9f501b72e95671da2d2aaa3a,15920,15920,0,
Munich,2022-10-12 22:52:39.638,Germany,,Mac,Mac,resubscribe.subscription,Korean,Chrome,105,Web,1d8a09947ef142547528684f48115a5b,15920,15124,796,
Seoul,2022-09-20 09:06:08.702,South Korea,,Apple iPad,Apple iPad,resubscribe.subscription,Korean,Mobile Safari,15,Web,58772fcb3061ca593d639f59114cb110,15920,15920,0,
Yongin-si,2022-10-02 03:23:14.052,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,e6f487ccf4ec82f4bdaebd6f8e132433,15920,12736,3184,
Utrecht,2022-09-20 19:02:41.243,Netherlands,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,c05de09c3f9efe268be40e6a7fc9cd3c,15920,15442,478,
Seoul,2022-09-11 21:00:55.389,South Korea,,Mac,Mac,resubscribe.subscription,English,Chrome,104,Web,86936253fcc9539e77725369e21f99db,15920,15124,796,
Seoul,2022-10-06 01:56:15.745,South Korea,,Android,Android,resubscribe.subscription,Korean,Chrome Mobile,99,Web,ef95429a6c45f143411d41483092aad3,15920,15920,0,
Namyangju,2022-10-17 12:11:11.486,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,0308b8ea736768f9399d3b81d34b00a0,131600,131600,0,
Uijeongbu-si,2022-11-13 23:03:20.800,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,106,Web,afc1e9fb08cea0fdad30f71b1f3998ca,15920,7960,7960,
Osan,2022-09-27 12:00:12.848,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,100,Web,c52a289420ec07a95a4b160e548ed383,15920,15920,0,
Yeongdeungpo-gu,2022-09-25 09:01:52.887,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,ce27703a0821bc3dec21d144f033f750,15920,15920,0,
Gwangjin-gu,2022-11-18 02:49:40.687,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107.0.0.0,Web,0889fec8022c71328b877826576a764f,15920,15442,478,
Gimpo-si,2022-09-20 12:35:54.404,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,15,Web,3584af1e3ac3d2b5c79aa5f266a02016,15920,15920,0,
Seoul,2022-11-08 14:58:55.689,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16,Web,688a59aa0378a80cf660175bd6d2e226,42960,41671,1289,
Mapo-gu,2022-10-25 05:34:18.283,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,336689e346c2be89623c1e8f785b20c9,15920,7960,7960,
Goyang-si,2022-09-28 06:32:36.254,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,103,Web,f9b974072886988b91cbd70f0e35a85a,15920,15124,796,
Hwaseong-si,2022-09-12 02:09:15.193,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,308ee0950741e4321045d0ba604778de,131600,78960,52640,
Chilgok-gun,2022-09-17 19:25:02.957,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,14e57dbfab3454626bcb8b64f4cae451,42960,42960,0,
Seocho-gu,2022-11-29 08:37:27.293,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107.0.0.0,Web,23a69672ced44709d2790430b6fecf33,42960,42960,0,
Seoul,2022-11-19 17:41:49.237,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,16.1,Web,a7c1e2e4d881d8b5e8967d431f8c3c6f,131600,131600,0,
Busanjin-gu,2022-10-20 12:00:02.175,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,104,Web,0c2178250ae3ace108e0bdf59fbe9c92,15920,15920,0,
Seocho-gu,2022-09-20 02:00:02.769,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,103,Web,02d428cb3b7f0c25980c142ec538914c,15920,15920,0,
Namyangju,2022-10-26 14:17:00.668,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,106,Web,75e55bd252e13de1edeedca7836143b4,15920,15920,0,
Gwangjin-gu,2022-10-08 02:39:35.628,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,106,Web,630417d07e24ec801445db82a010e283,15920,15920,0,
Chuncheon,2022-10-25 08:36:09.184,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,106,Web,0221a206c47958f0983da6875b7c8e0f,15920,15920,0,
Dobong-gu,2022-09-28 10:41:59.406,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,f99af058bf1c523a9ceca9a7656e2846,15920,15920,0,
Seoul,2022-11-01 10:10:34.409,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,1da0b4afbbf62bbfa74e8e22c710919c,42960,42960,0,
Hongseong-gun,2022-09-17 04:48:58.139,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,fb44d1f5eb5c49499bb0e7e40a0811e6,15920,15920,0,
Seri Kembangan,2022-11-13 01:56:11.784,Malaysia,,Mac,Mac,resubscribe.subscription,Korean,Chrome,107,Web,274b46e35dfbfd919ef8ec923a3a16bb,42960,42960,0,
Chuncheon,2022-09-12 11:58:40.565,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,104,Web,b2e35b5ff4cedb0ea18cf89379fff924,42960,42960,0,
Seo-gu,2022-11-15 16:21:47.631,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107,Web,b2cfb8768c84d9be57b17155875120aa,15920,15920,0,
Seoul,2022-11-13 10:05:13.681,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,15,Web,01420e0a936792dbdcabad14fe9fece1,15920,15920,0,
Icheon-si,2022-11-13 10:42:25.173,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107,Web,c04348357725a6139bc5e18216a3d2a2,131600,131600,0,
Daegu,2022-09-19 01:33:02.045,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,8e28083e24d99d69f02319bd0e7af015,15920,15442,478,
Gangneung,2022-09-20 05:59:18.356,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,586909d00a3f326c5277a87be11e0715,15920,15920,0,
Seoul,2022-09-24 07:51:26.292,South Korea,,Apple iPhone,Apple iPhone,resubscribe.subscription,Korean,Mobile Safari,16,Web,7d424636ccc48f1c0e605543b31b33e9,131600,131600,0,
Gwangjin-gu,2022-09-24 07:43:38.321,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,14,Web,2466261a18d5757e8504ff8045d4b0e1,131600,127652,3948,
Hachiōji,2022-09-14 04:54:21.030,Japan,,Mac,Mac,resubscribe.subscription,Korean,Chrome,104,Web,b42006389d1415df60490b49ab404e2d,42960,41671,1289,
Gangseo-gu,2022-09-22 06:14:34.931,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,232963183fc236fc8e2ae78e6e566d3d,15920,15920,0,
Yongin-si,2022-10-20 20:08:24.791,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,be3b201703e826a982977fc06a06f321,42960,42960,0,
Seoul,2022-10-25 02:06:13.336,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,1d8c3941b13b5fd9969bbf2a350bc8cf,42960,42960,0,
Cheonan,2022-09-25 10:39:58.915,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,105,Web,311cb30352b159a33cb566fc1772ac07,15920,15920,0,
Gwangjin-gu,2022-10-21 00:21:51.496,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,106,Web,55d4a26727f10ad7c236cccda1ffc59e,15920,15920,0,
Seoul,2022-11-13 17:14:21.661,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Safari,16,Web,1562a3b4d08ee3c44e068009fe01cbbe,15920,15920,0,
Suseong-gu,2022-11-10 14:42:56.192,South Korea,,Windows,Windows,resubscribe.subscription,English,Chrome,107,Web,c9ca83ec5f91a308ef458d2745819b77,15920,15920,0,
Seoul,2022-09-19 06:50:13.555,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,d44a8800b880c7e6dd66bf5d190e2a48,15920,15920,0,
Guri-si,2022-09-19 06:07:34.788,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,8233c68fda40a786d15377780f95d070,15920,15920,0,
Yeongdeungpo-gu,2022-10-01 10:38:27.442,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,41aa0116e4ddf9f13e4ccabd7f1f8040,15920,15920,0,
Surrey,2022-10-20 04:33:56.031,Canada,,Windows,Windows,resubscribe.subscription,English,Chrome,106,Web,923b80370abc7f9aec7d50026601df7e,131600,131600,0,
Gangnam-gu,2022-10-17 13:22:25.876,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,99f5e31e874060cb7d602b389d015b05,131600,131600,0,
Jinju,2022-11-28 10:19:54.127,South Korea,,Samsung Phone,Samsung Galaxy A Quantum,resubscribe.subscription,Korean,Chrome,107.0.0.0,Web,e7e7dee9e3f6d4b29c7070da3b17af62,15920,15920,0,
Alexandria,2022-09-25 03:17:16.348,United States,,Windows,Windows,resubscribe.subscription,English,Chrome,105,Web,ff917e8b6bcf53a48bd1b1efae5d00f5,131600,131600,0,
Cheongju-si,2022-11-26 12:27:06.876,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,107.0.1418.56,Web,42560253ced6616cfdd7e1604ea2e2f3,15920,15124,796,
Seongnam-si,2022-09-08 12:59:39.784,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,692b648a6fe4672c5110d4bf4bee6124,131600,131600,0,
Seongnam-si,2022-11-21 12:02:36.079,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Edge,107.0.1418.52,Web,4048c7b3782b6f33495a44616fa49576,15920,15920,0,
Gwangju,2022-11-12 04:48:28.116,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107,Web,3966266887fba64584a2c890fd7400d5,15920,15442,478,
Incheon,2022-10-18 08:00:02.816,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,182f52b6dcc8288afce0a629b4de3a9f,131600,131600,0,
Seoul,2022-11-28 00:25:31.211,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,107.0.0.0,Web,ae9b7fac6126da5c47983595db2d5132,42960,42960,0,
Gwanak-gu,2022-10-17 04:36:06.371,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,20c60129afe7d73dc2be6f8c215c2ab1,131600,131600,0,
Mapo-gu,2022-10-09 14:57:23.388,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,d124f58c350f43f04092146be76736d4,15920,15920,0,
Seongbuk-gu,2022-09-22 23:17:07.196,South Korea,,Windows,Windows,resubscribe.subscription,English,Chrome,105,Web,dd038cd3b6630a91bf870d338b45d3a6,15920,15920,0,
Vancouver,2022-10-09 07:07:05.175,Canada,,Mac,Mac,resubscribe.subscription,Korean,Chrome,104,Web,4e5399390bec85ca9547c530c043048b,15920,15442,478,
Busan,2022-11-26 08:43:48.092,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Whale,3.17.145.12,Web,e338e71d34b6e5e7a80ddcaabdcc483e,15920,7960,7960,
Gangnam-gu,2022-09-15 06:50:26.587,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,104,Web,07be73d88e1e9c4af1166ea895a44cae,42960,42960,0,
Nam-gu,2022-10-28 06:18:32.095,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,f769a6729d255e44a96531827d0ffd57,15920,12736,3184,
Gangseo-gu,2022-10-10 01:47:59.456,South Korea,,Mac,Mac,resubscribe.subscription,Korean,Chrome,105,Web,7954ac5ecc3a1cb37f14333ac7616942,42960,41671,1289,
Buk-gu,2022-11-13 00:43:39.633,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107,Web,1dd0e1265f575a50e1256d1184880a45,15920,15920,0,
Dobong-gu,2022-11-08 10:50:43.860,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107,Web,1be14d4ed3bef4e82d3a2331ace77dc1,15920,15920,0,
Geumcheon-gu,2022-11-28 05:04:43.412,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107.0.0.0,Web,9d42cbfd17c1f8604bbce524eda6de1b,15920,15920,0,
Kawasaki,2022-11-08 00:24:54.636,Japan,,Mac,Mac,resubscribe.subscription,Korean,Safari,15,Web,f60e168df645d341ac8a93208a253f7d,15920,15920,0,
Siheung-si,2022-10-31 05:16:31.616,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,106,Web,5e6ff42e4d9e694356985df54714ae0d,15920,15920,0,
Nam-gu,2022-10-15 02:55:29.992,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,105,Web,0b269790ad7841a89f2a69f278924734,42960,42960,0,
Seoul,2022-10-30 13:51:55.310,South Korea,,Android,Android,resubscribe.subscription,Korean,Samsung Browser,18,Web,21da10e781030bc7cbb0bf6ef3e1be5a,42960,42960,0,
Yongin-si,2022-11-24 12:14:29.048,South Korea,,Windows,Windows,resubscribe.subscription,Korean,Chrome,107.0.0.0,Web,70617254d04166160cd6c52284a6ce8a,131600,131600,0,
Gangnam-gu,2022-10-05 04:47:33.102,South Korea,,Windows,Windows,resubscribe.subscription,English,Chrome,104,Web,390b450dc5889f54da39927238a1b64f,42960,42960,0,
